Comunidad,Fecha,Casos,IA14,Fallecidos,CasosDiarios,FallecidosDiarios
Comunidad Valenciana,2021-01-04,151903,322.62,2990,3106,49
España,2021-01-04,1958844,272.22,51078,30579,241
Extremadura,2021-01-04,39305,604,1083,2097,16
Galicia,2021-01-04,62843,201.48,1399,1700,20
Islas Baleares,2021-01-04,37434,529.9,476,1865,7
Islas Canarias,2021-01-04,27888,126.92,429,1029,14
La Rioja,2021-01-04,18779,330.81,587,353,1
Melilla,2021-01-04,4599,252.06,44,59,1
País Vasco,2021-01-04,112222,202.83,2963,1401,0
Principado de Asturias,2021-01-04,27559,121.72,1364,388,21
Región de Murcia,2021-01-04,61530,238.03,756,1214,12
Andalucía,2021-01-05,269693,154.73,5187,1929,41
Aragón,2021-01-05,81298,269.24,2659,322,6
Cantabria,2021-01-05,18477,207.89,401,146,2
Castilla y León,2021-01-05,135366,223,5107,1201,14
Castilla-La Mancha,2021-01-05,104102,382.66,4108,1083,8
Cataluña,2021-01-05,367906,373.25,8775,7035,42
Ceuta,2021-01-05,3163,219.4,59,29,0
Comunidad de Madrid,2021-01-05,408040,407.65,11888,4422,54
Comunidad Foral de Navarra,2021-01-05,43061,226.38,971,157,1
Comunidad Valenciana,2021-01-05,155822,363.81,3071,3919,81
España,2021-01-05,1982544,296.29,51430,23700,352
Extremadura,2021-01-05,40052,638.56,1089,747,6
Galicia,2021-01-05,63292,209.45,1403,449,4
Islas Baleares,2021-01-05,37934,530.77,480,500,4
Islas Canarias,2021-01-05,28121,130.72,439,233,10
La Rioja,2021-01-05,18855,346.28,588,76,1
Melilla,2021-01-05,4640,274.03,44,41,0
País Vasco,2021-01-05,112753,209.44,3036,531,73
Principado de Asturias,2021-01-05,27689,126.91,1366,130,2
Región de Murcia,2021-01-05,62280,274.32,759,750,3
Andalucía,2021-01-07,274817,186.56,5210,5124,23
Aragón,2021-01-07,81706,272.34,2659,408,0
Cantabria,2021-01-07,18765,234.39,402,288,1
Castilla y León,2021-01-07,137410,282.18,5128,2044,21
Castilla-La Mancha,2021-01-07,105977,397.62,4116,1875,8
Cataluña,2021-01-07,380406,411.47,8797,12500,22
Ceuta,2021-01-07,3202,248.89,59,39,0
Comunidad de Madrid,2021-01-07,416724,452.19,11953,8684,65
Comunidad Foral de Navarra,2021-01-07,43361,241.21,973,300,2
Comunidad Valenciana,2021-01-07,159615,343.74,3130,3793,59
España,2021-01-07,2024904,321.01,51675,42360,245
Extremadura,2021-01-07,41847,716.58,1097,1795,8
Galicia,2021-01-07,64751,231.12,1417,1459,14
Islas Baleares,2021-01-07,39030,529.29,480,1096,0
Islas Canarias,2021-01-07,28590,131.98,443,469,4
La Rioja,2021-01-07,19139,385.73,592,284,4
Melilla,2021-01-07,4706,305.25,44,66,0
País Vasco,2021-01-07,113863,216.6,3037,1110,1
Principado de Asturias,2021-01-07,28045,142.55,1374,356,8
Región de Murcia,2021-01-07,62950,281.81,764,670,5
Andalucía,2021-01-08,276669,197.53,5251,1852,41
Aragón,2021-01-08,82696,321.92,2683,990,24
Cantabria,2021-01-08,18905,248.33,402,140,0
Castilla y León,2021-01-08,138681,326.06,5143,1271,15
Castilla-La Mancha,2021-01-08,107656,453.5,4117,1679,1
Cataluña,2021-01-08,386595,434.88,8828,6189,31
Ceuta,2021-01-08,3225,274.84,62,23,3
Comunidad de Madrid,2021-01-08,421295,507.64,11971,4571,18
Comunidad Foral de Navarra,2021-01-08,43542,253.28,973,181,0
Comunidad Valenciana,2021-01-08,164156,393.58,3163,4541,33
España,2021-01-08,2050360,350.48,51874,25456,199
Extremadura,2021-01-08,43028,799,1111,1181,14
Galicia,2021-01-08,65479,243.12,1420,728,3
Islas Baleares,2021-01-08,39586,546.52,482,556,2
Islas Canarias,2021-01-08,28827,133.42,447,237,4
La Rioja,2021-01-08,19326,424.56,594,187,2
Melilla,2021-01-08,4728,326.06,44,22,0
País Vasco,2021-01-08,114390,220.09,3038,527,1
Principado de Asturias,2021-01-08,28196,151.45,1376,151,2
Región de Murcia,2021-01-08,63380,293.86,769,430,5
Andalucía,2021-01-11,286415,294.74,5329,9746,78
Aragón,2021-01-11,84130,401.66,2704,1434,21
Cantabria,2021-01-11,19291,279.48,405,386,3
Castilla y León,2021-01-11,141928,443.13,5160,3247,17
Castilla-La Mancha,2021-01-11,110614,556.21,4131,2958,14
Cataluña,2021-01-11,400552,524,8863,13957,35
Ceuta,2021-01-11,3306,337.36,62,81,0
Comunidad de Madrid,2021-01-11,429181,595.61,11996,7886,25
Comunidad Foral de Navarra,2021-01-11,44001,290.42,976,459,3
Comunidad Valenciana,2021-01-11,174172,516.87,3286,10016,123
España,2021-01-11,2111782,435.62,52275,61422,401
Extremadura,2021-01-11,46130,1021.53,1135,3102,24
Galicia,2021-01-11,67842,297.57,1443,2363,23
Islas Baleares,2021-01-11,41275,598.19,490,1689,8
Islas Canarias,2021-01-11,29626,151.11,451,799,4
La Rioja,2021-01-11,19866,557.77,596,540,2
Melilla,2021-01-11,4809,402.37,46,81,2
País Vasco,2021-01-11,116072,257.32,3039,1682,1
Principado de Asturias,2021-01-11,28737,185.28,1385,541,9
Región de Murcia,2021-01-11,63835,299.69,778,455,9
Andalucía,2021-01-12,288933,310.41,5366,2518,37
Aragón,2021-01-12,84568,413.33,2713,438,9
Cantabria,2021-01-12,19499,304.26,405,208,0
Castilla y León,2021-01-12,143022,469,5320,1094,160
Castilla-La Mancha,2021-01-12,112158,595.66,4139,1544,8
Cataluña,2021-01-12,406325,523.95,8890,5773,27
Ceuta,2021-01-12,3334,353.87,62,28,0
Comunidad de Madrid,2021-01-12,434103,621.52,12001,4922,5
Comunidad Foral de Navarra,2021-01-12,44189,301.89,977,188,1
Comunidad Valenciana,2021-01-12,178863,565.75,3360,4691,74
España,2021-01-12,2137220,454.22,52683,25438,408
Extremadura,2021-01-12,47250,1076.6,1158,1120,23
Galicia,2021-01-12,68633,312.72,1450,791,7
Islas Baleares,2021-01-12,41816,600.54,497,541,7
Islas Canarias,2021-01-12,29872,150.92,453,246,2
La Rioja,2021-01-12,20015,593.12,598,149,2
Melilla,2021-01-12,4862,420.87,46,53,0
País Vasco,2021-01-12,116871,276.16,3079,799,40
Principado de Asturias,2021-01-12,28996,203.46,1387,259,2
Región de Murcia,2021-01-12,63911,279.54,782,76,4
Andalucía,2021-01-13,294474,355.61,5401,5541,35
Aragón,2021-01-13,85261,434.1,2724,693,11
Cantabria,2021-01-13,19627,307.02,406,128,1
Castilla y León,2021-01-13,145208,538.77,5324,2186,4
Castilla-La Mancha,2021-01-13,113948,635.85,4157,1790,18
Cataluña,2021-01-13,413332,527.26,8912,7007,22
Ceuta,2021-01-13,3365,364.49,62,31,0
Comunidad de Madrid,2021-01-13,438535,627.59,12006,4432,5
Comunidad Foral de Navarra,2021-01-13,44394,313.2,979,205,2
Comunidad Valenciana,2021-01-13,183671,609.88,3413,4808,53
España,2021-01-13,2176089,492.88,52878,38869,195
Extremadura,2021-01-13,48623,1131.02,1166,1373,8
Galicia,2021-01-13,69816,340.54,1463,1183,13
Islas Baleares,2021-01-13,42547,612.64,502,731,5
Islas Canarias,2021-01-13,30245,155.1,457,373,4
La Rioja,2021-01-13,20316,649.94,599,301,1
Melilla,2021-01-13,4922,470.59,47,60,1
País Vasco,2021-01-13,117607,285.31,3081,736,2
Principado de Asturias,2021-01-13,29318,220.86,1389,322,2
Región de Murcia,2021-01-13,70880,713.37,790,6969,8
Andalucía,2021-01-14,300235,402.86,5430,5761,29
Aragón,2021-01-14,86168,469.72,2733,907,9
Cantabria,2021-01-14,19809,320.27,408,182,2
Castilla y León,2021-01-14,147530,611.87,5330,2322,6
Castilla-La Mancha,2021-01-14,116338,690.11,4159,2390,2
Cataluña,2021-01-14,419486,532.44,8955,6154,43
Ceuta,2021-01-14,3404,391.62,62,39,0
Comunidad de Madrid,2021-01-14,443790,636.1,12020,5255,14
Comunidad Foral de Navarra,2021-01-14,44607,323.9,983,213,4
Comunidad Valenciana,2021-01-14,189877,667.88,3467,6206,54
España,2021-01-14,2211967,522.74,53079,35878,201
Extremadura,2021-01-14,49959,1167.36,1183,1336,17
Galicia,2021-01-14,71067,365.99,1466,1251,3
Islas Baleares,2021-01-14,43232,624.21,503,685,1
Islas Canarias,2021-01-14,30602,161.14,461,357,4
La Rioja,2021-01-14,20719,719.39,603,403,4
Melilla,2021-01-14,5005,534.18,48,83,1
País Vasco,2021-01-14,118388,295.32,3082,781,1
Principado de Asturias,2021-01-14,29597,235.82,1392,279,3
Región de Murcia,2021-01-14,72154,761.3,794,1274,4
Andalucía,2021-01-15,306961,463.88,5470,6726,40
Aragón,2021-01-15,87008,506.33,2745,840,12
Cantabria,2021-01-15,19945,336.44,412,136,4
Castilla y León,2021-01-15,150012,696.13,5345,2482,15
Castilla-La Mancha,2021-01-15,119183,780.48,4167,2845,8
Cataluña,2021-01-15,426130,561,8984,6644,29
Ceuta,2021-01-15,3424,402.23,62,20,0
Comunidad de Madrid,2021-01-15,449237,698.67,12040,5447,20
Comunidad Foral de Navarra,2021-01-15,44849,338.57,984,242,1
Comunidad Valenciana,2021-01-15,197372,760.13,3510,7495,43
España,2021-01-15,2252164,575.1,53314,40197,235
Extremadura,2021-01-15,51108,1220.74,1189,1149,6
Galicia,2021-01-15,72332,392.7,1484,1265,18
Islas Baleares,2021-01-15,43947,637.34,508,715,5
Islas Canarias,2021-01-15,30972,163.88,466,370,5
La Rioja,2021-01-15,20934,738.64,605,215,2
Melilla,2021-01-15,5053,563.09,48,48,0
País Vasco,2021-01-15,119161,306.87,3094,773,12
Principado de Asturias,2021-01-15,29913,257.24,1396,316,4
Región de Murcia,2021-01-15,74623,889.28,805,2469,11
Andalucía,2021-01-18,323655,627.78,5532,16694,62
Aragón,2021-01-18,89041,615.25,2772,2033,27
Cantabria,2021-01-18,20401,351.59,415,456,3
Castilla y León,2021-01-18,156306,910.8,5369,6294,24
Castilla-La Mancha,2021-01-18,125393,1006.86,4208,6210,41
Cataluña,2021-01-18,439154,631.2,9048,13024,64
Ceuta,2021-01-18,3491,418.75,66,67,4
Comunidad de Madrid,2021-01-18,458212,789.88,12054,8975,14
Comunidad Foral de Navarra,2021-01-18,45431,385.96,991,582,7
Comunidad Valenciana,2021-01-18,210451,896.12,3609,13079,99
España,2021-01-18,2336451,689.27,53769,84287,455
Extremadura,2021-01-18,54396,1383.62,1217,3288,28
Galicia,2021-01-18,75936,484.2,1505,3604,21
Islas Baleares,2021-01-18,45533,680.49,518,1586,10
Islas Canarias,2021-01-18,31699,174.52,476,727,10
La Rioja,2021-01-18,21706,920.78,611,772,6
Melilla,2021-01-18,5170,645.18,49,117,1
País Vasco,2021-01-18,121216,349.72,3096,2055,2
Principado de Asturias,2021-01-18,30804,318.15,1409,891,13
Región de Murcia,2021-01-18,78456,1081.67,824,3833,19
Andalucía,2021-01-19,327415,644.91,5600,3760,68
Aragón,2021-01-19,89570,632.23,2782,529,10
Cantabria,2021-01-19,20520,348.15,417,119,2
Castilla y León,2021-01-19,158607,971.1,5399,2301,30
Castilla-La Mancha,2021-01-19,127541,1054.77,4210,2148,2
Cataluña,2021-01-19,444330,624.43,9119,5176,71
Ceuta,2021-01-19,3522,421.1,66,31,0
Comunidad de Madrid,2021-01-19,463716,804.2,12100,5504,46
Comunidad Foral de Navarra,2021-01-19,45701,404.91,992,270,1
Comunidad Valenciana,2021-01-19,218400,983.52,3679,7949,70
España,2021-01-19,2370742,714.21,54173,34291,404
Extremadura,2021-01-19,55480,1412.46,1227,1084,10
Galicia,2021-01-19,77232,515.5,1536,1296,31
Islas Baleares,2021-01-19,46110,678.41,528,577,10
Islas Canarias,2021-01-19,32010,178.51,484,311,8
La Rioja,2021-01-19,21936,967.49,612,230,1
Melilla,2021-01-19,5235,667.15,49,65,0
País Vasco,2021-01-19,122092,364.89,3117,876,21
Principado de Asturias,2021-01-19,31083,332.03,1417,279,8
Región de Murcia,2021-01-19,80242,1139.97,839,1786,15
